		sol$fluxes	cpd00193[c0]
		met_name	APS[c0]
rxn00379_c0	ATP:sulfate adenylyltransferase	0.00401974261846721	1
rxn05256_c0	AMP,sulfite:thioredoxin-disulfide oxidoreductase(adenosine-5'-phosphosulfate-forming)	0.00401974261846721	-1
