		sol$fluxes	cpd00193[c0]
		met_name	APS[c0]
rxn00379_c0	ATP:sulfate adenylyltransferase	1.94375327046457e-27	1
rxn11934_c0	AMP,sulfite:acceptor oxidoreductase (adenosine-5'-phosphosulfate-forming)	-1.94375327046457e-27	1
