		sol$fluxes	cpd00081[c0]
		met_name	Sulfite[c0]
rxn01416_c0	thiosulfate:cyanide sulfurtranserase	-3.02922587604869e-28	1
rxn03923_c0	acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphate hydrolysing, 2-oxoethyl-forming)	-1.63925296104926e-27	1
rxn11934_c0	AMP,sulfite:acceptor oxidoreductase (adenosine-5'-phosphosulfate-forming)	-1.94375327046457e-27	-1
