		sol$fluxes	cpd00268[c0]	cpd00268[e0]
		met_name	Thiosulfate[c0]	Thiosulfate[e0]
rxn05176_c0	thiosulfate transport via ABC system	-1.0097419586829e-27	1	-1
EX_cpd00268_e0	Exchange of Thiosulfate	-3.78653234506086e-29	0	-1
