		sol$fluxes	cpd00081[c0]
		met_name	Sulfite[c0]
rxn01416_c0	thiosulfate:cyanide sulfurtranserase	1.00974195868289e-28	1
rxn05902_c0	sulphite reductase	-1.00974195868289e-28	1
