"react_id","react_name","react_rev","react_single","react_de","lowbnd","uppbnd","obj_coef","gprRules","gpr","seed","rxn","name","ec","tc","qseqid","pident","evalue","bitscore","qcovs","stitle","sstart","send","pathway","blast.status","pathway.status","complex","exception","complex.status","gs.origin","annotation","MNX_ID","seedID","keggID","biggID","biocycID","Rid","met_id","met_name","met_Scoef","met_comp","react_id.1","react_name.1","react_rev.1","lowbnd.1","uppbnd.1","sol.fluxes","index"
"rxn01070_c0","Threonine racemase",TRUE,NA,NA,-1000,1000,0,NA,NA,"rxn01070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"bqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/seed.reaction:rxn01070;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn01070;http://identifiers.org/kegg.reaction:R01467;http://identifiers.org/biocyc:META:THREONINE-RACEMASE-RXN;http://identifiers.org/metanetx.reaction:MNXR107011","MNXR107011","rxn01070","R01467",NA,"THREONINE-RACEMASE-RXN","rxn01070_Shan","cpd00161[c0],cpd00611[c0]","L-Threonine[c0],D-Threonine[c0]","-1,1","1,1","rxn01070","Threonine racemase",TRUE,-1000,1000,-0.00801237662691145,TRUE
