		sol$fluxes	cpd00193[c0]
		met_name	APS[c0]
rxn00360_c0	3'-Phospho-5'-adenylyl sulfate 3'-phosphohydrolase	3.63012806699499e-13	1
rxn00379_c0	ATP:sulfate adenylyltransferase	-3.63012806699499e-13	1
