		sol$fluxes	cpd00048[c0]	cpd00048[e0]
		met_name	Sulfate[c0]	Sulfate[e0]
EX_cpd00048_e0	Exchange of Sulfate	-0.000190494799626064	0	-1
rxn12811_c0	sulfate transport via sodium symport	0.000190494799626064	1	-1
